Kunden_ID,Versicherungsabschluss,Schadens_ID,Versicherungsart,Schadensmeldung,Schadensbetrag,Vorherige_Schaeden,Schadensort,BeteiligtePersonen,Betrug
K0635,2022-10-02,S00635,Kfz,2023-08-11,1636,2,Frankfurt,2,False
K0279,2021-09-05,S00279,Kfz,2022-10-02,3217,0,Stuttgart,1,False
K0040,2023-01-22,S00040,Kfz,2023-12-06,4706,1,Berlin,2,False
K0291,2023-01-01,S00291,Kfz,2023-12-17,1446,0,Dresden,2,False
K0359,2022-10-30,S00359,Kfz,2023-03-03,941,0,Nürnberg,1,False
K0203,2022-10-11,S00203,Hausrat,2023-06-23,2765,1,Bremen,1,False
K0300,2021-07-12,S00300,Haftpflichtversicherung,2023-03-02,3962,1,Nürnberg,1,False
K0050,2022-02-28,S00050,Hausrat,2022-07-25,1376,2,Stuttgart,3,False
K0169,2023-04-05,S00169,Hausrat,2023-08-02,3097,2,Hamburg,2,False
K0582,2023-03-07,S00582,Haftpflichtversicherung,2023-10-30,1483,2,Hannover,2,False
K0598,2022-12-24,S00598,Haftpflichtversicherung,2023-11-16,3245,2,Dortmund,2,False
K0763,2021-05-11,S00763,Hausrat,2022-01-27,4544,1,Bremen,2,False
K0676,2022-10-09,S00676,Kfz,2023-06-02,3842,1,Leipzig,2,False
K0516,2022-10-28,S00516,Haftpflichtversicherung,2023-03-08,4000,1,Stuttgart,3,False
K0372,2022-12-21,S00372,Haftpflichtversicherung,2023-11-28,841,0,Düsseldorf,3,False
K0861,2023-03-21,S00861,Haftpflichtversicherung,2023-03-26,1439,1,Hamburg,1,False
K0639,2022-02-07,S00639,Haftpflichtversicherung,2023-05-30,3014,1,Leipzig,2,False
K0959,2021-07-12,S00959,Kfz,2021-07-28,6981,2,Hamburg,1,True
K0788,2022-08-29,S00788,Kfz,2023-08-11,3889,1,Hannover,1,False
K0504,2021-08-23,S00504,Kfz,2023-03-06,4011,1,Essen,1,False
K0412,2023-08-13,S00412,Hausrat,2023-09-23,2620,1,Leipzig,2,False
K0102,2022-03-10,S00102,Haftpflichtversicherung,2022-05-25,2560,0,Frankfurt,2,False
K0005,2022-12-20,S00005,Kfz,2023-08-04,4643,0,München,2,False
K0558,2021-11-19,S00558,Haftpflichtversicherung,2022-11-08,3237,1,Nürnberg,1,False
K0179,2021-06-15,S00179,Kfz,2023-02-07,3353,2,Frankfurt,2,False
K0977,2022-06-24,S00977,Kfz,2022-07-20,5988,3,Bremen,2,True
K0995,2022-07-20,S00995,Hausrat,2022-07-31,7805,2,Dresden,2,True
K0454,2021-08-02,S00454,Kfz,2023-07-10,3657,0,Essen,2,False
K0543,2022-01-06,S00543,Kfz,2022-09-20,1324,2,München,2,False
K0042,2022-03-17,S00042,Haftpflichtversicherung,2023-06-28,4507,1,Frankfurt,3,False
K0449,2022-01-23,S00449,Kfz,2022-11-29,988,0,Stuttgart,2,False
K0879,2022-03-16,S00879,Hausrat,2022-10-06,4428,1,Hamburg,1,False
K0829,2022-07-03,S00829,Hausrat,2023-08-01,1402,2,Bremen,2,False
K0411,2021-11-27,S00411,Hausrat,2023-04-06,2024,1,Düsseldorf,2,False
K0761,2022-03-20,S00761,Kfz,2022-07-08,501,2,Stuttgart,1,False
K0398,2022-11-21,S00398,Haftpflichtversicherung,2023-03-23,3354,1,München,1,False
K0168,2022-03-11,S00168,Kfz,2023-04-06,2704,2,Dortmund,1,False
K0423,2022-05-14,S00423,Kfz,2023-12-21,671,2,Hamburg,2,False
K0033,2022-06-16,S00033,Hausrat,2023-06-19,3783,1,Bremen,3,False
K0688,2023-01-02,S00688,Hausrat,2023-10-24,3953,1,Dresden,2,False
K0572,2021-10-26,S00572,Haftpflichtversicherung,2022-08-25,2140,1,München,2,False
K0579,2022-01-06,S00579,Hausrat,2023-12-24,2060,2,Bremen,3,False
K0895,2022-02-10,S00895,Hausrat,2022-12-10,2493,1,Frankfurt,1,False
K0950,2021-09-10,S00950,Kfz,2021-10-02,5172,3,Düsseldorf,1,True
K0118,2022-07-01,S00118,Haftpflichtversicherung,2023-08-11,735,1,Bremen,2,False
K0801,2022-06-19,S00801,Hausrat,2023-03-28,1394,1,Düsseldorf,2,False
K0402,2021-11-24,S00402,Haftpflichtversicherung,2021-12-03,4650,0,München,3,False
K0601,2023-04-03,S00601,Haftpflichtversicherung,2023-04-29,4430,0,Essen,1,False
K0496,2022-01-30,S00496,Hausrat,2023-10-13,3712,2,Hannover,1,False
K0485,2022-05-15,S00485,Hausrat,2023-10-06,4611,2,Essen,1,False
K0379,2023-01-11,S00379,Haftpflichtversicherung,2023-06-07,3453,0,Frankfurt,1,False
K0350,2022-12-23,S00350,Haftpflichtversicherung,2023-04-20,3073,0,Stuttgart,1,False
K0512,2022-05-19,S00512,Haftpflichtversicherung,2023-05-15,4984,0,München,3,False
K0054,2023-01-02,S00054,Hausrat,2023-04-25,1960,0,Hannover,1,False
K0934,2022-05-02,S00934,Hausrat,2022-05-07,8807,3,Berlin,2,True
K0035,2021-07-05,S00035,Hausrat,2023-04-02,566,0,Dresden,1,False
K0310,2023-01-11,S00310,Kfz,2023-05-20,3554,2,Hannover,2,False
K0281,2023-01-26,S00281,Haftpflichtversicherung,2023-12-30,3876,1,Berlin,2,False
K0540,2021-08-01,S00540,Hausrat,2023-06-30,1889,0,Dortmund,1,False
K0043,2021-08-16,S00043,Kfz,2023-12-23,2972,0,Dortmund,1,False
K0780,2023-11-27,S00780,Kfz,2023-12-06,2556,0,Nürnberg,3,False
K0278,2023-07-09,S00278,Kfz,2023-12-17,2579,0,Hamburg,2,False
K0455,2021-11-11,S00455,Haftpflichtversicherung,2022-02-19,4845,2,Hannover,1,False
K0855,2023-09-05,S00855,Hausrat,2023-12-30,4123,2,Leipzig,1,False
K0210,2022-02-18,S00210,Kfz,2023-11-23,3230,2,Dresden,3,False
K0415,2021-12-31,S00415,Kfz,2023-10-24,560,1,Hannover,1,False
K0774,2022-08-25,S00774,Kfz,2022-09-15,1386,2,Berlin,1,False
K0238,2021-07-19,S00238,Haftpflichtversicherung,2022-06-01,1832,0,Leipzig,2,False
K0128,2022-11-05,S00128,Haftpflichtversicherung,2023-12-14,3465,2,Dresden,3,False
K0287,2022-06-11,S00287,Hausrat,2023-09-06,3557,1,Leipzig,1,False
K0149,2021-05-07,S00149,Kfz,2021-06-11,3212,1,Frankfurt,1,False
K0139,2022-08-03,S00139,Kfz,2023-08-12,1565,0,Berlin,3,False
K0489,2021-08-26,S00489,Kfz,2023-09-15,810,1,Dortmund,1,False
K0975,2021-04-17,S00975,Kfz,2021-04-30,5776,1,Bremen,2,True
K0823,2021-11-13,S00823,Hausrat,2022-02-14,3420,1,Frankfurt,2,False
K0001,2021-09-21,S00001,Kfz,2022-07-21,2761,0,Dresden,3,False
K0876,2023-04-08,S00876,Kfz,2023-09-23,4314,2,Dresden,1,False
K0095,2022-03-14,S00095,Kfz,2023-05-14,4244,1,München,3,False
K0397,2023-01-30,S00397,Haftpflichtversicherung,2023-04-30,686,2,Berlin,2,False
K0526,2021-05-22,S00526,Haftpflichtversicherung,2021-12-14,1463,1,Nürnberg,2,False
K0592,2022-07-28,S00592,Hausrat,2022-12-11,4536,0,Nürnberg,3,False
K0818,2023-02-02,S00818,Haftpflichtversicherung,2023-11-06,806,2,Dresden,2,False
K0301,2022-01-26,S00301,Kfz,2023-02-05,3579,1,Nürnberg,3,False
K0625,2023-01-03,S00625,Hausrat,2023-10-02,2629,2,Hamburg,2,False
K0107,2022-03-03,S00107,Haftpflichtversicherung,2023-07-30,2876,2,Dortmund,3,False
K0458,2021-05-17,S00458,Hausrat,2023-12-09,4930,0,München,1,False
K0180,2022-02-22,S00180,Kfz,2022-11-29,3728,2,Dresden,1,False
K0022,2023-03-25,S00022,Hausrat,2023-06-18,2031,0,Nürnberg,1,False
K0186,2023-02-10,S00186,Haftpflichtversicherung,2023-06-22,4725,2,Berlin,2,False
K0364,2023-01-18,S00364,Haftpflichtversicherung,2023-09-22,1304,1,Essen,2,False
K0958,2021-02-06,S00958,Kfz,2021-03-06,4751,3,Hannover,3,True
K0730,2021-11-05,S00730,Haftpflichtversicherung,2023-12-10,616,1,Bremen,3,False
K0672,2021-04-06,S00672,Kfz,2023-09-15,1953,2,Düsseldorf,1,False
K0471,2022-02-06,S00471,Hausrat,2023-01-19,4061,1,Dortmund,1,False
K0600,2022-02-12,S00600,Kfz,2022-06-10,3611,0,Frankfurt,2,False
K0739,2022-02-01,S00739,Hausrat,2023-05-27,2513,2,Essen,1,False
K0025,2021-12-30,S00025,Kfz,2022-03-18,3586,1,Frankfurt,2,False
K0712,2021-07-05,S00712,Kfz,2021-11-27,1090,2,Hamburg,3,False
K0053,2022-12-22,S00053,Kfz,2023-04-17,1812,1,Leipzig,3,False
K0060,2021-05-31,S00060,Hausrat,2023-10-29,3921,0,Berlin,1,False
K0842,2023-02-05,S00842,Haftpflichtversicherung,2023-08-28,4311,1,Leipzig,3,False
K0276,2023-01-14,S00276,Haftpflichtversicherung,2023-10-27,1222,0,München,2,False
K0218,2021-10-31,S00218,Kfz,2022-11-10,1103,0,Bremen,1,False
K0884,2022-01-02,S00884,Hausrat,2022-04-05,4856,2,München,3,False
K0320,2023-03-30,S00320,Kfz,2023-10-19,4925,1,Dresden,2,False
K0390,2021-10-16,S00390,Hausrat,2021-10-31,3366,1,Essen,1,False
K0340,2022-11-02,S00340,Kfz,2023-03-18,3401,0,Berlin,1,False
K0669,2023-07-27,S00669,Haftpflichtversicherung,2023-12-12,3006,1,Essen,2,False
K0881,2023-01-07,S00881,Haftpflichtversicherung,2023-03-12,527,1,Dresden,2,False
K0914,2022-05-21,S00914,Kfz,2022-06-01,4260,2,Stuttgart,3,True
K0056,2022-05-29,S00056,Haftpflichtversicherung,2023-06-11,2824,1,Nürnberg,2,False
K0561,2021-07-05,S00561,Hausrat,2023-05-25,502,1,Frankfurt,1,False
K0910,2022-10-02,S00910,Hausrat,2022-10-27,3553,1,Essen,1,True
K0109,2022-09-06,S00109,Hausrat,2023-08-17,3324,2,Hannover,1,False
K0206,2021-10-03,S00206,Hausrat,2022-06-29,3781,1,Dresden,2,False
K0839,2021-07-30,S00839,Kfz,2023-03-21,1455,0,Leipzig,1,False
K0618,2022-07-15,S00618,Hausrat,2023-08-10,1325,1,Stuttgart,2,False
K0503,2023-02-01,S00503,Hausrat,2023-12-25,771,2,Frankfurt,3,False
K0538,2021-10-15,S00538,Hausrat,2022-10-31,1384,0,Dresden,3,False
K0585,2022-02-26,S00585,Kfz,2022-06-17,4472,0,Essen,3,False
K0906,2021-01-19,S00906,Kfz,2021-02-07,3844,2,Stuttgart,2,True
K0030,2022-10-02,S00030,Hausrat,2023-06-01,1796,0,Stuttgart,2,False
K0525,2022-11-11,S00525,Kfz,2022-11-24,4994,0,Berlin,2,False
K0745,2021-08-28,S00745,Haftpflichtversicherung,2023-05-25,1228,1,München,2,False
K0696,2021-02-19,S00696,Haftpflichtversicherung,2022-12-23,1433,0,Stuttgart,3,False
K0211,2022-10-01,S00211,Kfz,2023-08-10,4031,2,Düsseldorf,3,False
K0802,2022-06-19,S00802,Hausrat,2023-02-01,1014,0,Hamburg,1,False
K0417,2023-05-18,S00417,Hausrat,2023-10-31,2139,2,Düsseldorf,1,False
K0061,2023-11-05,S00061,Kfz,2023-11-10,4017,2,München,3,False
K0792,2022-06-24,S00792,Kfz,2023-10-13,2930,1,Frankfurt,2,False
K0315,2023-03-02,S00315,Hausrat,2023-08-04,4483,0,Frankfurt,1,False
K0475,2023-02-24,S00475,Kfz,2023-09-22,3167,1,Frankfurt,2,False
K0920,2022-12-26,S00920,Hausrat,2022-12-29,8672,3,Frankfurt,1,True
K0082,2023-08-07,S00082,Hausrat,2023-09-12,3262,2,Hamburg,1,False
K0632,2021-11-13,S00632,Haftpflichtversicherung,2021-12-30,2485,0,Düsseldorf,1,False
K0947,2021-10-23,S00947,Hausrat,2021-11-07,3526,3,Essen,1,True
K0758,2022-05-02,S00758,Haftpflichtversicherung,2023-03-10,1213,2,Dresden,1,False
K0832,2021-07-12,S00832,Hausrat,2022-11-29,2477,2,Bremen,2,False
K0820,2021-10-05,S00820,Kfz,2022-02-01,2489,2,Essen,2,False
K0883,2022-03-22,S00883,Kfz,2022-06-30,1752,0,Stuttgart,2,False
K0019,2022-12-17,S00019,Hausrat,2023-04-17,2146,0,Frankfurt,1,False
K0764,2022-11-11,S00764,Kfz,2023-08-14,2449,2,Dortmund,3,False
K0197,2021-06-30,S00197,Haftpflichtversicherung,2021-11-16,3705,0,München,2,False
K0646,2022-06-26,S00646,Kfz,2023-07-29,1745,2,München,1,False
K0589,2022-03-10,S00589,Hausrat,2023-06-18,2211,2,Stuttgart,1,False
K0566,2022-03-11,S00566,Kfz,2023-03-26,3660,0,Dresden,2,False
K0331,2022-11-24,S00331,Kfz,2023-11-03,2420,1,Hannover,2,False
K0809,2022-02-17,S00809,Hausrat,2023-08-25,2669,0,Hannover,1,False
K0967,2022-09-15,S00967,Kfz,2022-09-22,7131,1,Bremen,3,True
K0741,2021-05-25,S00741,Hausrat,2023-01-17,1889,0,Düsseldorf,3,False
K0898,2022-02-27,S00898,Hausrat,2022-08-05,1780,1,Dresden,3,False
K0535,2022-10-27,S00535,Hausrat,2023-05-28,3915,1,Stuttgart,2,False
K0658,2022-12-18,S00658,Haftpflichtversicherung,2023-11-19,1186,1,Hannover,1,False
K0051,2021-07-09,S00051,Kfz,2021-10-19,4312,1,Hannover,2,False
K0624,2022-05-12,S00624,Kfz,2023-09-26,4498,1,Hannover,3,False
K0907,2022-12-07,S00907,Hausrat,2022-12-14,4015,3,Leipzig,3,True
K0192,2021-02-21,S00192,Kfz,2023-06-07,2616,1,Dortmund,3,False
K0437,2021-08-13,S00437,Kfz,2022-05-27,4163,1,Essen,3,False
K0787,2022-07-29,S00787,Hausrat,2022-09-01,2213,0,Hamburg,1,False
K0262,2022-11-04,S00262,Haftpflichtversicherung,2023-10-24,3932,0,Stuttgart,1,False
K0442,2023-04-01,S00442,Hausrat,2023-10-08,3652,2,Nürnberg,2,False
K0420,2022-03-15,S00420,Haftpflichtversicherung,2022-10-24,4069,1,Berlin,3,False
K0247,2022-09-17,S00247,Haftpflichtversicherung,2023-05-03,3781,2,Essen,2,False
K0070,2021-07-24,S00070,Haftpflichtversicherung,2022-10-23,3095,2,Berlin,1,False
K0904,2022-12-23,S00904,Hausrat,2022-12-29,7903,1,Dresden,2,True
K0195,2023-06-23,S00195,Hausrat,2023-09-24,3419,1,Stuttgart,3,False
K0313,2022-02-26,S00313,Hausrat,2022-06-08,3691,2,Stuttgart,3,False
K0353,2022-04-24,S00353,Kfz,2023-05-06,736,2,Berlin,2,False
K0249,2023-06-06,S00249,Haftpflichtversicherung,2023-10-24,917,1,Bremen,1,False
K0285,2022-05-24,S00285,Haftpflichtversicherung,2023-05-27,2565,2,Berlin,2,False
K0868,2023-05-04,S00868,Haftpflichtversicherung,2023-05-20,2865,1,Stuttgart,3,False
K0406,2023-05-27,S00406,Kfz,2023-09-06,2262,0,Hannover,2,False
K0759,2021-11-16,S00759,Haftpflichtversicherung,2022-08-26,1435,2,Bremen,2,False
K0929,2021-04-04,S00929,Hausrat,2021-04-07,7296,3,Frankfurt,1,True
K0647,2022-08-28,S00647,Kfz,2022-10-30,2584,1,Düsseldorf,3,False
K0294,2022-01-20,S00294,Kfz,2023-05-01,1981,0,Nürnberg,2,False
K0590,2022-03-20,S00590,Haftpflichtversicherung,2022-06-22,3520,0,Leipzig,3,False
K0228,2021-11-08,S00228,Haftpflichtversicherung,2023-09-18,3917,2,Dortmund,1,False
K0430,2023-04-06,S00430,Haftpflichtversicherung,2023-07-24,4590,0,Hamburg,2,False
K0740,2022-01-27,S00740,Hausrat,2023-11-16,4933,1,Frankfurt,1,False
K0459,2023-02-27,S00459,Kfz,2023-12-30,1128,2,München,2,False
K0766,2021-12-29,S00766,Haftpflichtversicherung,2022-01-20,3674,1,Berlin,2,False
K0523,2023-03-02,S00523,Haftpflichtversicherung,2023-03-28,1204,1,Düsseldorf,2,False
K0916,2022-08-14,S00916,Kfz,2022-08-27,7563,3,Nürnberg,3,True
K0361,2022-06-02,S00361,Haftpflichtversicherung,2023-05-10,3680,0,Berlin,3,False
K0886,2022-10-22,S00886,Kfz,2023-02-24,4523,0,Düsseldorf,2,False
K0569,2022-02-20,S00569,Kfz,2022-06-29,1880,1,Dortmund,1,False
K0289,2023-03-23,S00289,Haftpflichtversicherung,2023-07-07,2661,1,Berlin,1,False
K0641,2022-01-01,S00641,Kfz,2022-03-13,1747,2,Frankfurt,2,False
K0867,2023-01-06,S00867,Haftpflichtversicherung,2023-10-17,3552,0,Hannover,1,False
K0187,2022-07-03,S00187,Haftpflichtversicherung,2023-02-01,594,0,Essen,3,False
K0227,2022-02-15,S00227,Haftpflichtversicherung,2023-10-09,3976,1,Hannover,2,False
K0805,2022-05-01,S00805,Haftpflichtversicherung,2022-12-09,4095,1,Leipzig,1,False
K0736,2022-02-12,S00736,Haftpflichtversicherung,2022-10-09,4667,1,Bremen,2,False
K0651,2022-04-03,S00651,Kfz,2023-03-06,1540,0,Berlin,2,False
K0976,2021-06-08,S00976,Hausrat,2021-06-15,4119,3,Dresden,1,True
K0160,2022-10-24,S00160,Haftpflichtversicherung,2023-01-08,697,0,Hannover,2,False
K0031,2021-11-25,S00031,Haftpflichtversicherung,2023-07-29,625,0,Dortmund,3,False
K0584,2022-07-22,S00584,Kfz,2022-07-25,4633,2,Stuttgart,2,False
K0933,2022-01-16,S00933,Hausrat,2022-01-21,6809,2,Essen,1,True
K0574,2022-03-14,S00574,Hausrat,2022-08-10,1487,1,Nürnberg,2,False
K0695,2023-02-20,S00695,Hausrat,2023-04-28,4463,1,Dresden,3,False
K0124,2022-01-29,S00124,Haftpflichtversicherung,2023-08-06,3135,2,Frankfurt,2,False
K0259,2022-07-10,S00259,Kfz,2023-03-24,2703,1,Frankfurt,1,False
K0687,2022-04-11,S00687,Kfz,2022-10-07,3396,1,Leipzig,2,False
K0638,2022-03-10,S00638,Hausrat,2022-07-01,1507,1,Leipzig,1,False
K0531,2023-06-02,S00531,Hausrat,2023-11-19,4568,0,Bremen,3,False
K0460,2021-06-24,S00460,Kfz,2023-11-29,4732,1,Essen,1,False
K0563,2022-10-10,S00563,Haftpflichtversicherung,2022-10-24,4569,0,Stuttgart,1,False
K0448,2021-08-22,S00448,Haftpflichtversicherung,2022-01-04,4493,1,Nürnberg,1,False
K0694,2022-03-24,S00694,Kfz,2022-04-09,2182,1,Stuttgart,2,False
K0017,2023-02-13,S00017,Hausrat,2023-08-16,3787,0,München,1,False
K0096,2023-02-24,S00096,Kfz,2023-06-26,1401,1,Leipzig,2,False
K0685,2021-08-02,S00685,Kfz,2023-03-28,4030,2,Bremen,1,False
K0250,2022-12-26,S00250,Haftpflichtversicherung,2023-06-10,4100,2,Düsseldorf,1,False
K0421,2022-08-22,S00421,Kfz,2022-08-31,1752,2,Hamburg,1,False
K0156,2021-06-28,S00156,Haftpflichtversicherung,2021-12-24,2651,1,Berlin,2,False
K0778,2022-10-02,S00778,Haftpflichtversicherung,2023-02-15,1134,1,Berlin,2,False
K0161,2023-03-16,S00161,Haftpflichtversicherung,2023-04-12,3126,1,Düsseldorf,1,False
K0277,2023-01-03,S00277,Haftpflichtversicherung,2023-03-09,3889,1,Hamburg,2,False
K0826,2022-10-12,S00826,Haftpflichtversicherung,2023-10-27,1254,0,Hannover,1,False
K0319,2022-11-08,S00319,Hausrat,2023-06-12,1443,0,Stuttgart,2,False
K0341,2023-01-30,S00341,Hausrat,2023-10-27,1887,0,Hamburg,1,False
K0099,2023-04-08,S00099,Kfz,2023-06-06,760,0,Bremen,3,False
K0362,2021-09-30,S00362,Hausrat,2023-11-03,3157,1,Nürnberg,3,False
K0264,2022-12-29,S00264,Hausrat,2023-01-31,4743,1,Hamburg,1,False
K0321,2021-02-01,S00321,Haftpflichtversicherung,2023-10-05,1274,1,Bremen,2,False
K0184,2021-04-25,S00184,Kfz,2022-07-29,3391,2,Düsseldorf,2,False
K0425,2022-01-25,S00425,Haftpflichtversicherung,2023-01-31,4049,1,Leipzig,2,False
K0660,2021-11-17,S00660,Haftpflichtversicherung,2023-04-27,4247,1,Düsseldorf,1,False
K0200,2023-04-18,S00200,Kfz,2023-06-13,2849,1,Dresden,3,False
K0564,2021-12-30,S00564,Haftpflichtversicherung,2023-04-07,1392,0,Frankfurt,2,False
K0104,2023-04-01,S00104,Haftpflichtversicherung,2023-12-15,2119,0,Frankfurt,1,False
K0306,2022-10-19,S00306,Kfz,2023-02-10,827,0,Essen,3,False
K0971,2022-12-14,S00971,Hausrat,2023-01-06,5686,3,Düsseldorf,1,True
K0447,2021-08-16,S00447,Haftpflichtversicherung,2021-09-30,4142,0,München,3,False
K0893,2022-09-27,S00893,Hausrat,2023-10-05,769,2,Stuttgart,1,False
K0702,2022-03-14,S00702,Kfz,2023-08-30,1292,2,Nürnberg,1,False
K0644,2023-07-10,S00644,Haftpflichtversicherung,2023-09-26,1071,0,Dresden,1,False
K0472,2021-06-18,S00472,Haftpflichtversicherung,2022-10-01,1114,1,Dresden,2,False
K0664,2021-10-28,S00664,Hausrat,2023-08-18,528,2,Leipzig,3,False
K0080,2023-05-15,S00080,Haftpflichtversicherung,2023-05-23,4789,2,Hamburg,1,False
K0389,2023-06-19,S00389,Kfz,2023-07-05,4276,2,Stuttgart,1,False
K0349,2022-05-02,S00349,Haftpflichtversicherung,2023-09-05,3780,1,Düsseldorf,3,False
K0597,2023-06-04,S00597,Kfz,2023-09-15,2662,2,Berlin,2,False
K0422,2022-02-12,S00422,Kfz,2023-04-25,4703,1,Dresden,1,False
K0511,2021-12-15,S00511,Hausrat,2023-11-18,4935,2,Bremen,1,False
K0131,2022-10-04,S00131,Kfz,2022-11-29,1372,2,Berlin,1,False
