Kunden_ID,Versicherungsabschluss,Schadens_ID,Versicherungsart,Schadensmeldung,Schadensbetrag,Vorherige_Schaeden,Schadensort,BeteiligtePersonen,Betrug
K0507,2022-06-21,S00507,Haftpflichtversicherung,2023-05-18,2924,2,Düsseldorf,1,False
K0897,2022-12-11,S00897,Hausrat,2023-10-29,3932,2,Nürnberg,3,False
K0152,2022-12-10,S00152,Haftpflichtversicherung,2023-05-21,3554,1,Hannover,1,False
K0953,2022-01-29,S00953,Kfz,2022-02-22,5964,2,Berlin,2,True
K0701,2022-11-07,S00701,Haftpflichtversicherung,2023-06-21,3556,2,Bremen,1,False
K0875,2022-12-30,S00875,Haftpflichtversicherung,2023-02-03,629,1,Nürnberg,1,False
K0748,2022-09-16,S00748,Kfz,2023-05-15,3996,1,Leipzig,3,False
K0343,2022-04-16,S00343,Kfz,2023-07-13,3179,2,Düsseldorf,2,False
K0240,2022-12-05,S00240,Kfz,2023-10-25,4007,1,Hamburg,1,False
K0145,2021-10-17,S00145,Haftpflichtversicherung,2022-08-24,4097,1,Hamburg,3,False
K0530,2023-10-21,S00530,Haftpflichtversicherung,2023-11-26,2608,0,Nürnberg,1,False
K0663,2022-01-12,S00663,Hausrat,2023-09-10,3007,0,Stuttgart,1,False
K0808,2023-02-23,S00808,Kfz,2023-03-24,1766,2,Hannover,2,False
K0354,2023-11-15,S00354,Kfz,2023-12-08,1804,1,Dortmund,2,False
K0502,2022-12-08,S00502,Haftpflichtversicherung,2023-08-25,744,0,Dresden,1,False
K0841,2023-03-27,S00841,Kfz,2023-05-04,1773,1,Stuttgart,3,False
K0653,2021-12-12,S00653,Haftpflichtversicherung,2022-10-26,1385,2,Nürnberg,3,False
K0074,2022-08-27,S00074,Hausrat,2023-04-21,4670,1,Hannover,1,False
K0549,2022-12-09,S00549,Haftpflichtversicherung,2023-07-29,2296,0,Hannover,2,False
K0905,2021-03-13,S00905,Hausrat,2021-04-06,8856,1,Frankfurt,2,True
K0330,2022-01-27,S00330,Kfz,2022-03-27,1013,2,München,2,False
K0932,2021-01-25,S00932,Hausrat,2021-02-02,5552,1,Hamburg,1,True
K0296,2021-10-30,S00296,Hausrat,2022-08-20,3951,2,Nürnberg,2,False
K0497,2022-03-06,S00497,Kfz,2022-05-24,4310,0,Dortmund,3,False
K0057,2022-01-07,S00057,Kfz,2023-10-30,2233,2,Düsseldorf,2,False
K0894,2023-01-26,S00894,Hausrat,2023-03-14,3139,1,Dresden,2,False
K0027,2021-08-26,S00027,Haftpflichtversicherung,2023-05-18,1213,0,Düsseldorf,1,False
K0400,2023-08-30,S00400,Hausrat,2023-11-15,1833,1,München,2,False
K0603,2022-08-28,S00603,Haftpflichtversicherung,2023-05-15,1812,2,Leipzig,2,False
K0628,2021-06-20,S00628,Kfz,2022-07-19,1088,0,Bremen,2,False
K0757,2022-10-18,S00757,Hausrat,2023-06-12,3220,2,Frankfurt,1,False
K0100,2021-10-20,S00100,Haftpflichtversicherung,2023-06-07,2173,0,Bremen,2,False
K0659,2022-07-23,S00659,Hausrat,2022-09-04,784,0,München,2,False
K0815,2021-11-02,S00815,Kfz,2023-02-06,4202,1,München,3,False
K0848,2021-08-24,S00848,Kfz,2023-12-02,4890,1,Bremen,3,False
K0887,2022-11-05,S00887,Hausrat,2023-08-25,4896,1,Essen,1,False
K0111,2023-04-09,S00111,Hausrat,2023-07-15,3458,0,Dresden,1,False
K0295,2022-11-01,S00295,Hausrat,2023-04-15,2401,2,Dresden,1,False
K0089,2022-02-04,S00089,Kfz,2023-10-17,4915,1,Berlin,3,False
K0532,2022-07-29,S00532,Haftpflichtversicherung,2023-11-29,1438,0,Düsseldorf,2,False
K0108,2023-07-10,S00108,Kfz,2023-11-16,3332,0,Dortmund,1,False
K0244,2022-12-19,S00244,Kfz,2023-03-07,2125,1,Leipzig,1,False
K0648,2022-04-10,S00648,Hausrat,2022-06-13,777,2,Düsseldorf,1,False
K0924,2022-01-16,S00924,Kfz,2022-01-22,6672,2,Dresden,2,True
K0819,2022-07-24,S00819,Haftpflichtversicherung,2022-11-07,4165,2,Dortmund,2,False
K0346,2022-09-09,S00346,Kfz,2023-10-30,3268,2,Leipzig,2,False
K0980,2022-10-14,S00980,Kfz,2022-10-20,9437,2,Leipzig,2,True
K0900,2022-11-29,S00900,Hausrat,2022-12-20,8215,1,München,2,True
K0049,2021-10-06,S00049,Hausrat,2023-10-08,2862,1,Leipzig,3,False
K0134,2022-05-20,S00134,Haftpflichtversicherung,2022-08-15,3398,2,Frankfurt,2,False
K0681,2022-06-18,S00681,Hausrat,2023-11-17,2323,1,Bremen,3,False
K0434,2023-03-02,S00434,Hausrat,2023-05-30,4394,2,Essen,1,False
K0679,2023-10-15,S00679,Hausrat,2023-10-21,2704,1,Berlin,1,False
K0302,2021-04-03,S00302,Kfz,2021-12-13,1332,2,Düsseldorf,1,False
K0087,2022-12-27,S00087,Kfz,2023-12-25,4708,2,Nürnberg,3,False
K0465,2022-12-12,S00465,Haftpflichtversicherung,2023-07-25,3794,2,Stuttgart,3,False
K0614,2022-09-03,S00614,Haftpflichtversicherung,2023-04-16,4786,0,Berlin,3,False
K0312,2021-10-26,S00312,Haftpflichtversicherung,2023-04-16,1811,0,Frankfurt,2,False
K0224,2021-10-06,S00224,Kfz,2023-03-26,4297,1,Berlin,3,False
K0462,2023-06-08,S00462,Kfz,2023-11-12,2021,2,Leipzig,2,False
K0923,2021-10-03,S00923,Kfz,2021-11-01,8593,2,München,1,True
K0951,2021-04-03,S00951,Kfz,2021-04-12,7966,1,Stuttgart,1,True
K0987,2021-09-07,S00987,Kfz,2021-09-11,8060,2,Dresden,3,True
K0157,2022-02-28,S00157,Kfz,2022-12-15,4518,1,München,2,False
K0351,2023-02-19,S00351,Kfz,2023-09-06,3099,2,Leipzig,3,False
K0837,2022-03-30,S00837,Haftpflichtversicherung,2023-05-23,1887,1,Leipzig,1,False
K0063,2023-01-17,S00063,Hausrat,2023-07-10,4235,1,Stuttgart,2,False
K0626,2021-12-15,S00626,Haftpflichtversicherung,2023-11-11,2903,1,Stuttgart,3,False
K0862,2022-10-09,S00862,Haftpflichtversicherung,2023-08-12,1025,2,Hamburg,2,False
K0645,2022-05-01,S00645,Haftpflichtversicherung,2022-06-24,2882,0,Hannover,1,False
K0064,2023-03-30,S00064,Hausrat,2023-09-18,3370,0,Hannover,2,False
K0488,2021-10-05,S00488,Haftpflichtversicherung,2021-12-12,4021,1,Dortmund,2,False
K0825,2023-02-21,S00825,Haftpflichtversicherung,2023-08-09,3471,0,Essen,1,False
K0743,2022-04-22,S00743,Kfz,2022-07-28,665,0,München,2,False
K0793,2022-06-03,S00793,Kfz,2023-12-27,2554,1,Dresden,1,False
K0084,2021-03-07,S00084,Kfz,2023-05-08,2310,1,Berlin,2,False
K0213,2022-09-11,S00213,Kfz,2023-02-04,3435,2,Leipzig,2,False
K0856,2022-12-30,S00856,Hausrat,2023-05-09,3458,0,Leipzig,3,False
K0235,2022-07-12,S00235,Hausrat,2022-12-13,4521,1,Hamburg,1,False
K0557,2022-08-31,S00557,Kfz,2023-02-18,2966,0,München,3,False
K0684,2023-04-05,S00684,Kfz,2023-05-17,3593,2,Essen,3,False
K0921,2021-08-17,S00921,Kfz,2021-09-12,7431,1,München,3,True
K0418,2022-07-22,S00418,Haftpflichtversicherung,2022-12-14,4620,0,Düsseldorf,2,False
K0852,2023-01-09,S00852,Hausrat,2023-07-08,1769,0,Bremen,3,False
K0527,2022-12-08,S00527,Hausrat,2023-05-16,2734,2,Dortmund,1,False
K0661,2023-11-11,S00661,Kfz,2023-12-23,1262,1,Stuttgart,2,False
K0309,2023-04-22,S00309,Kfz,2023-10-18,4175,0,Dresden,1,False
K0342,2023-03-12,S00342,Haftpflichtversicherung,2023-09-29,3261,0,Essen,2,False
K0637,2022-01-06,S00637,Kfz,2022-05-19,4955,2,Stuttgart,2,False
K0988,2021-05-12,S00988,Kfz,2021-05-24,5708,3,Dresden,3,True
K0591,2021-12-17,S00591,Haftpflichtversicherung,2023-12-13,1295,0,Düsseldorf,2,False
K0167,2023-01-16,S00167,Kfz,2023-03-01,919,2,Frankfurt,3,False
K0482,2022-12-27,S00482,Hausrat,2023-06-04,4087,2,Nürnberg,2,False
K0126,2022-08-23,S00126,Haftpflichtversicherung,2023-06-06,3060,1,Düsseldorf,1,False
K0609,2022-02-01,S00609,Hausrat,2023-02-22,2204,2,Dortmund,2,False
K0610,2021-09-03,S00610,Haftpflichtversicherung,2023-06-24,862,2,Hannover,1,False
K0409,2022-03-15,S00409,Hausrat,2023-02-15,981,1,Düsseldorf,1,False
K0036,2023-03-10,S00036,Haftpflichtversicherung,2023-05-15,732,1,Dortmund,1,False
K0176,2022-09-14,S00176,Haftpflichtversicherung,2023-08-24,2357,0,Hannover,1,False
K0125,2022-12-06,S00125,Kfz,2023-12-01,2070,0,Dresden,2,False
K0252,2023-04-06,S00252,Haftpflichtversicherung,2024-01-01,1705,1,Hannover,1,False
K0691,2022-11-27,S00691,Kfz,2023-01-14,4616,1,Stuttgart,2,False
K0539,2023-05-09,S00539,Hausrat,2023-10-22,4064,1,Dortmund,2,False
K0288,2022-03-05,S00288,Hausrat,2023-05-13,4789,2,Leipzig,1,False
K0698,2021-07-04,S00698,Kfz,2022-12-07,3733,2,Stuttgart,2,False
K0909,2021-12-24,S00909,Kfz,2022-01-21,4397,1,Dresden,2,True
K0999,2022-02-07,S00999,Hausrat,2022-02-19,6213,3,Essen,1,True
K0075,2023-03-03,S00075,Hausrat,2023-09-05,503,1,München,1,False
K0889,2023-09-06,S00889,Hausrat,2023-10-16,3966,1,Stuttgart,2,False
K0274,2021-12-28,S00274,Kfz,2022-07-01,2982,2,Hannover,2,False
K0501,2021-12-29,S00501,Hausrat,2022-08-06,4913,2,Hamburg,2,False
K0439,2022-08-20,S00439,Haftpflichtversicherung,2023-02-11,838,1,Bremen,1,False
K0662,2021-04-03,S00662,Kfz,2023-11-30,2928,1,Düsseldorf,1,False
K0725,2021-10-06,S00725,Kfz,2023-11-30,4465,0,Leipzig,2,False
K0562,2022-12-31,S00562,Kfz,2023-09-06,4755,0,Düsseldorf,2,False
K0704,2022-02-21,S00704,Hausrat,2022-09-06,2309,2,Hannover,2,False
K0232,2023-05-21,S00232,Haftpflichtversicherung,2023-07-18,3372,1,Hamburg,2,False
K0727,2022-10-29,S00727,Kfz,2023-01-08,2263,2,Dresden,2,False
K0954,2021-02-08,S00954,Hausrat,2021-03-03,6977,3,Frankfurt,3,True
K0993,2022-01-17,S00993,Hausrat,2022-02-03,5014,3,Hamburg,2,True
K0373,2022-05-06,S00373,Hausrat,2023-03-05,4552,1,Nürnberg,2,False
K0013,2022-06-06,S00013,Haftpflichtversicherung,2022-09-18,555,0,Düsseldorf,1,False
K0749,2021-03-22,S00749,Hausrat,2022-08-24,1278,0,Frankfurt,1,False
K0537,2023-01-24,S00537,Hausrat,2023-10-28,2368,0,Dortmund,1,False
K0308,2023-06-23,S00308,Haftpflichtversicherung,2023-12-30,3800,0,Berlin,2,False
K0992,2021-02-05,S00992,Hausrat,2021-02-20,6814,3,Leipzig,3,True
K0985,2021-10-23,S00985,Kfz,2021-11-01,4423,1,Hannover,1,True
K0714,2022-03-13,S00714,Hausrat,2023-02-21,4133,2,Dortmund,1,False
K0438,2023-07-03,S00438,Haftpflichtversicherung,2023-12-09,715,1,Dortmund,1,False
K0760,2023-03-16,S00760,Kfz,2023-05-23,4837,1,Berlin,2,False
K0913,2022-09-01,S00913,Kfz,2022-09-08,4269,3,Stuttgart,2,True
K0113,2023-04-09,S00113,Haftpflichtversicherung,2023-10-19,3990,1,Dresden,1,False
K0494,2022-03-31,S00494,Hausrat,2022-09-05,4846,0,Leipzig,1,False
K0587,2022-11-22,S00587,Kfz,2023-02-14,536,0,München,3,False
K0830,2022-05-03,S00830,Hausrat,2022-11-05,4388,2,Dortmund,1,False
K0979,2022-05-21,S00979,Hausrat,2022-05-31,7243,3,Frankfurt,3,True
K0369,2022-06-03,S00369,Haftpflichtversicherung,2023-08-26,540,0,Dortmund,2,False
K0812,2022-12-18,S00812,Hausrat,2023-01-10,3927,0,München,1,False
K0065,2021-12-03,S00065,Hausrat,2023-01-28,1660,2,Dortmund,2,False
K0891,2021-10-04,S00891,Kfz,2022-10-13,4278,2,Berlin,1,False
K0366,2021-01-26,S00366,Hausrat,2022-05-28,2675,1,Hamburg,3,False
K0849,2022-01-05,S00849,Kfz,2023-04-05,4509,1,Hamburg,2,False
K0117,2022-07-22,S00117,Haftpflichtversicherung,2023-05-10,4527,1,Essen,1,False
K0147,2021-09-06,S00147,Haftpflichtversicherung,2023-10-17,2690,2,Dresden,2,False
K0536,2023-01-17,S00536,Kfz,2023-09-04,510,0,Berlin,1,False
K0708,2022-07-10,S00708,Kfz,2023-03-07,1484,0,Bremen,2,False
K0268,2022-11-06,S00268,Hausrat,2023-08-07,4922,0,Dortmund,1,False
K0428,2022-11-04,S00428,Hausrat,2023-03-07,2136,0,Leipzig,2,False
K0605,2022-10-18,S00605,Kfz,2023-03-26,4811,2,Frankfurt,1,False
K0486,2022-04-17,S00486,Hausrat,2023-08-11,992,0,Hamburg,3,False
K0431,2021-10-25,S00431,Haftpflichtversicherung,2022-05-12,3504,0,Hamburg,1,False
K0791,2022-09-02,S00791,Haftpflichtversicherung,2023-03-10,750,1,München,2,False
K0991,2021-05-19,S00991,Kfz,2021-06-04,8581,2,München,1,True
K0983,2022-04-20,S00983,Kfz,2022-05-02,3479,3,Essen,2,True
K0322,2022-03-09,S00322,Hausrat,2023-06-04,2698,2,Düsseldorf,1,False
K0248,2021-11-17,S00248,Hausrat,2023-03-05,974,0,Hannover,1,False
K0813,2023-04-06,S00813,Haftpflichtversicherung,2023-08-29,2427,2,Stuttgart,1,False
K0067,2022-04-14,S00067,Hausrat,2023-05-11,3090,2,Bremen,2,False
K0480,2022-09-01,S00480,Kfz,2023-05-17,538,2,München,3,False
K0731,2021-05-01,S00731,Kfz,2022-10-24,2933,1,München,2,False
K0467,2022-01-20,S00467,Hausrat,2023-03-25,1434,2,Essen,1,False
K0231,2023-01-29,S00231,Kfz,2023-04-22,3530,2,Leipzig,2,False
K0136,2023-03-28,S00136,Hausrat,2023-07-09,3121,0,Düsseldorf,3,False
K0110,2021-06-13,S00110,Haftpflichtversicherung,2023-09-12,2494,1,Hannover,2,False
K0671,2022-01-17,S00671,Haftpflichtversicherung,2023-09-29,4053,2,München,2,False
K0154,2022-07-19,S00154,Kfz,2022-12-08,2497,2,Essen,1,False
K0055,2023-04-23,S00055,Haftpflichtversicherung,2023-12-03,3209,1,Frankfurt,1,False
K0178,2023-05-16,S00178,Kfz,2023-07-20,3412,2,Leipzig,1,False
K0091,2022-06-30,S00091,Kfz,2022-08-23,2328,0,Stuttgart,2,False
K0440,2023-03-05,S00440,Hausrat,2023-11-07,4562,0,Berlin,2,False
K0318,2022-10-22,S00318,Hausrat,2023-05-01,1322,2,Leipzig,3,False
K0443,2021-09-07,S00443,Kfz,2023-03-29,2250,0,Berlin,2,False
K0314,2023-03-14,S00314,Haftpflichtversicherung,2023-05-06,3038,0,Hamburg,2,False
K0657,2022-06-12,S00657,Haftpflichtversicherung,2023-11-23,2853,1,Hannover,1,False
K0795,2023-01-14,S00795,Kfz,2023-03-19,707,2,Stuttgart,3,False
K0938,2021-02-19,S00938,Kfz,2021-03-16,7416,2,Hannover,1,True
K0554,2022-12-15,S00554,Kfz,2023-01-27,2413,2,Düsseldorf,1,False
K0140,2022-10-24,S00140,Haftpflichtversicherung,2023-11-19,2636,0,Stuttgart,2,False
K0189,2023-04-25,S00189,Haftpflichtversicherung,2023-06-06,2455,1,Düsseldorf,2,False
K0529,2021-11-18,S00529,Kfz,2022-08-25,2328,2,Hannover,3,False
K0024,2023-09-04,S00024,Kfz,2023-11-01,2406,2,Leipzig,2,False
K0426,2023-01-22,S00426,Hausrat,2023-10-12,4697,1,Essen,1,False
K0133,2021-12-16,S00133,Hausrat,2022-05-16,1814,1,Hannover,1,False
K0170,2021-12-26,S00170,Hausrat,2023-03-19,1620,1,Nürnberg,2,False
K0790,2023-05-22,S00790,Kfz,2023-06-15,4706,1,Stuttgart,1,False
K0888,2023-06-09,S00888,Kfz,2023-08-05,3874,1,Dortmund,2,False
K0419,2022-09-24,S00419,Hausrat,2023-11-17,4726,2,Berlin,3,False
K0936,2021-03-26,S00936,Hausrat,2021-04-02,7155,3,Stuttgart,3,True
K0845,2023-07-19,S00845,Hausrat,2023-10-17,1941,2,Hamburg,1,False
K0367,2022-11-20,S00367,Haftpflichtversicherung,2022-12-04,4424,2,Frankfurt,3,False
K0493,2023-01-22,S00493,Haftpflichtversicherung,2023-08-23,2961,2,Düsseldorf,2,False
K0665,2022-04-06,S00665,Hausrat,2022-05-31,1406,1,Nürnberg,1,False
K0699,2022-11-12,S00699,Hausrat,2023-06-03,2480,2,Dresden,2,False
K0464,2021-10-27,S00464,Haftpflichtversicherung,2023-03-26,2000,1,Dortmund,2,False
K0344,2022-11-10,S00344,Kfz,2023-05-21,2606,2,Stuttgart,1,False
K0011,2023-03-11,S00011,Haftpflichtversicherung,2023-07-10,802,1,München,1,False
K0305,2023-02-07,S00305,Hausrat,2023-08-24,2990,0,Leipzig,1,False
K0368,2023-11-03,S00368,Hausrat,2023-11-09,2589,0,Dortmund,2,False
K0711,2022-01-16,S00711,Hausrat,2023-02-04,1019,2,Leipzig,1,False
K0621,2023-02-26,S00621,Hausrat,2023-06-21,4008,2,Hannover,3,False
K0207,2023-03-01,S00207,Haftpflichtversicherung,2023-03-16,1484,0,Hannover,2,False
K0490,2023-05-12,S00490,Hausrat,2023-08-02,1238,2,Dortmund,2,False
K0265,2022-09-11,S00265,Hausrat,2024-01-01,4201,0,Leipzig,1,False
K0000,2022-03-04,S00000,Haftpflichtversicherung,2022-06-14,2796,1,Bremen,2,False
K0427,2023-04-29,S00427,Kfz,2023-11-30,2822,1,Dortmund,1,False
K0112,2022-03-11,S00112,Kfz,2023-02-18,2538,1,Nürnberg,2,False
K0407,2023-02-21,S00407,Hausrat,2023-05-07,4420,2,Nürnberg,2,False
K0789,2023-01-02,S00789,Hausrat,2023-03-14,1607,2,Berlin,1,False
K0424,2021-05-27,S00424,Kfz,2021-07-06,1958,1,Stuttgart,2,False
K0225,2022-11-03,S00225,Hausrat,2023-03-30,2292,0,Dresden,1,False
K0613,2022-03-12,S00613,Haftpflichtversicherung,2023-07-09,4951,0,Leipzig,1,False
K0838,2023-04-29,S00838,Hausrat,2023-10-25,3953,0,Stuttgart,1,False
K0014,2022-09-20,S00014,Hausrat,2023-11-20,1025,1,Nürnberg,3,False
K0326,2023-01-19,S00326,Kfz,2023-04-01,3952,2,Hamburg,2,False
K0970,2022-07-22,S00970,Hausrat,2022-08-09,9349,3,Leipzig,2,True
K0333,2022-09-12,S00333,Haftpflichtversicherung,2023-04-30,1909,0,Stuttgart,1,False
K0827,2023-04-18,S00827,Hausrat,2023-04-21,4630,1,Nürnberg,1,False
K0008,2022-01-04,S00008,Haftpflichtversicherung,2022-03-27,2555,0,Frankfurt,3,False
K0495,2023-09-25,S00495,Hausrat,2023-09-28,2304,0,Nürnberg,1,False
K0194,2021-04-29,S00194,Haftpflichtversicherung,2022-01-17,3825,0,Hannover,2,False
K0332,2023-01-14,S00332,Kfz,2023-05-05,4094,1,München,2,False
K0015,2021-10-28,S00015,Kfz,2022-03-31,4623,1,Bremen,1,False
K0854,2022-06-18,S00854,Kfz,2024-01-01,1029,0,Düsseldorf,2,False
K0135,2021-08-27,S00135,Haftpflichtversicherung,2023-09-11,577,2,Bremen,2,False
K0556,2023-04-25,S00556,Kfz,2023-09-28,2414,0,Hannover,1,False
K0450,2023-06-07,S00450,Kfz,2023-10-21,546,1,Hannover,1,False
K0596,2023-05-11,S00596,Haftpflichtversicherung,2023-08-28,2896,0,Düsseldorf,1,False
K0690,2022-03-23,S00690,Haftpflichtversicherung,2022-07-15,1488,0,Leipzig,3,False
K0899,2023-02-14,S00899,Kfz,2023-07-12,2860,0,Frankfurt,3,False
K0174,2021-06-18,S00174,Haftpflichtversicherung,2022-02-17,2743,2,Frankfurt,1,False
K0339,2022-03-31,S00339,Hausrat,2023-02-03,4077,1,Düsseldorf,1,False
K0121,2023-02-14,S00121,Haftpflichtversicherung,2023-04-18,2408,2,Leipzig,3,False
K0519,2022-06-03,S00519,Haftpflichtversicherung,2022-07-22,2533,1,Stuttgart,2,False
K0903,2022-05-17,S00903,Hausrat,2022-06-01,3297,3,Leipzig,1,True
K0066,2023-02-28,S00066,Hausrat,2023-10-01,742,1,Dresden,1,False
K0146,2023-02-08,S00146,Haftpflichtversicherung,2023-12-24,4262,2,Dresden,2,False
K0348,2022-07-26,S00348,Kfz,2023-11-07,3686,1,Bremen,2,False
K0588,2022-08-22,S00588,Haftpflichtversicherung,2022-09-24,3887,0,Nürnberg,3,False
K0293,2022-04-07,S00293,Kfz,2022-07-30,4650,0,Düsseldorf,1,False
K0622,2022-04-11,S00622,Hausrat,2023-09-05,4241,0,Leipzig,2,False
K0395,2021-12-11,S00395,Hausrat,2023-08-15,2558,1,Essen,1,False
K0517,2022-05-01,S00517,Haftpflichtversicherung,2023-11-01,1665,2,Leipzig,2,False
K0034,2022-10-17,S00034,Haftpflichtversicherung,2022-10-26,2103,1,Stuttgart,1,False
K0974,2022-01-26,S00974,Hausrat,2022-02-01,7535,1,Berlin,2,True
K0028,2021-10-23,S00028,Haftpflichtversicherung,2023-04-04,1562,2,Bremen,1,False
K0347,2022-10-01,S00347,Hausrat,2023-07-23,4453,1,Bremen,2,False
K0777,2022-01-30,S00777,Kfz,2022-10-05,816,1,Bremen,3,False
K0338,2022-10-24,S00338,Kfz,2023-10-27,1779,1,Dortmund,1,False
K0386,2023-01-14,S00386,Haftpflichtversicherung,2023-03-29,4725,2,Nürnberg,1,False
K0878,2022-11-06,S00878,Kfz,2023-04-05,3438,0,Düsseldorf,2,False
